기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	HSK품목대분류,	HSK품목중분류,	HSK품목소분류,	수출입구분명,	당월 수출입중량,	당월 수출입미화금액,	당해 누계 수출입중량,	당해 누계 수출입미화금액,	데이터기준일자	
'201805','0106903010','E','갯지렁이','0106','90','3010','수출','51','2534','203','9972','2018-06-30'
'201805','0301190000','E','기타(활어)(민물의 것)','0301','19','0000','수출','0','0','10','2750','2018-06-30'
'201805','0301929090','E','뱀장어(앵궐라종)','0301','92','9090','수출','0','0','10','944','2018-06-30'
'201805','0301992000','E','방어(활어)','0301','99','2000','수출','0','0','20','479','2018-06-30'
'201805','0301994010','E','돔(양식용 치어)','0301','99','4010','수출','20','915','20','915','2018-06-30'
'201805','0301994090','E','돔(기타)','0301','99','4090','수출','322','6053','1338','24824','2018-06-30'
'201805','0301995000','E','붕장어(활어)','0301','99','5000','수출','136005','1867506','696088','9591367','2018-06-30'
'201805','0301996000','E','갯장어(sharp toothed eel/활어)','0301','99','6000','수출','3646','109973','7830','166334','2018-06-30'
'201805','0301998000','E','넙치(활어)','0301','99','8000','수출','169526','3025061','888577','15619869','2018-06-30'
'201805','0301999020','E','복어(활어)','0301','99','9020','수출','0','0','446','12895','2018-06-30'
'201805','0301999040','E','볼락(적어포함/활어)','0301','99','9040','수출','72','2080','7612','72748','2018-06-30'
'201805','0301999060','E','숭어(활어)','0301','99','9060','수출','5','126','11905','162469','2018-06-30'
'201805','0301999070','E','미꾸라지(활어)','0301','99','9070','수출','154','3268','664','11696','2018-06-30'
'201805','0301999095','E','민어(활어)','0301','99','9095','수출','0','0','3','49','2018-06-30'
'201805','0301999099','E','기타어류(활어)','0301','99','9099','수출','287','52852','22608','143155','2018-06-30'
'201805','0302111000','E','송어(살모 트루타옹코링쿠스(미키스클라키아구아보니타길래))','0302','11','1000','수출','0','0','252','6937','2018-06-30'
'201805','0302140000','E','대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)','0302','14','0000','수출','975','21695','4038','87664','2018-06-30'
'201805','0302190000','E','연어(송어태평양연어 기타/간장어란/신선냉장어육제외)','0302','19','0000','수출','77','1246','403','5960','2018-06-30'
'201805','0302210000','E','넙치(간장 어란제외/신선 냉장/피레트 어육제외)','0302','21','0000','수출','128644','631298','258795','2285106','2018-06-30'
'201805','0302220000','E','가자미(간장 어란제외/신선 냉장/피레트어육제외)','0302','22','0000','수출','4380','7768','14020','32386','2018-06-30'
'201805','0302290000','E','기타 넙치류(간장 어란제외/신선 냉장/피레트 어육제외)','0302','29','0000','수출','1104','14764','12530','96138','2018-06-30'
'201805','0302352000','E','태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스)','0302','35','2000','수출','0','0','4027','21764','2018-06-30'
'201805','0302360000','E','남방참다랑어(터너스 맥코이/신선냉장)','0302','36','0000','수출','0','0','8151','53634','2018-06-30'
'201805','0302390000','E','기타(신선냉장)','0302','39','0000','수출','0','0','316384','1895493','2018-06-30'
'201805','0302410000','E','청어(신선 또는 냉장)(클루페아 하렌구스클루페아 팔라시)','0302','41','0000','수출','18240','8927','205206','93958','2018-06-30'
'201805','0302420000','E','멸치(신선 또는 냉장)(엔그라울리스종)','0302','42','0000','수출','30','323','65','749','2018-06-30'
'201805','0302430000','E','정어리(신선 또는 냉장)(사르디나 필차르두스사르디노프스종)','0302','43','0000','수출','0','0','870','696','2018-06-30'
'201805','0302440000','E','고등어(신선 또는 냉장)(스콤버-스콤브루스오스트랄시쿠스자포니쿠스))','0302','44','0000','수출','1329','13501','4706','44852','2018-06-30'
'201805','0302491000','E','삼치[스콤버로모러스(Scomberomorus)종]','0302','49','1000','수출','13907','85254','237550','1454685','2018-06-30'
'201805','0302492000','E','병어[팜푸스(Pampus)종]','0302','49','2000','수출','140','4322','1212','46336','2018-06-30'
'201805','0302499000','E','기타','0302','49','9000','수출','0','0','53','258','2018-06-30'
'201805','0302510000','E','대구(신선 또는 냉장)(가두스 모르화가두스 오각가두스 마크로세팔루스)','0302','51','0000','수출','0','0','3','56','2018-06-30'
'201805','0302550000','E','명태(신선 또는 냉장)(테라그라 찰코그라마)','0302','55','0000','수출','0','0','660','1263','2018-06-30'
'201805','0302740000','E','뱀장어(신선 또는 냉장)(앵귈라종)','0302','74','0000','수출','630','1438','630','1438','2018-06-30'
'201805','0302790000','E','기타(신선 또는 냉장)(틸라피아메기잉어뱀장어 외 기타)','0302','79','0000','수출','0','0','8','515','2018-06-30'
'201805','0302820000','E','가오리와 홍어(라지대과)(신선 또는 냉장)','0302','82','0000','수출','1725','2242','1750','2852','2018-06-30'
'201805','0302830000','E','이빨고기(신선 또는 냉장)(디소스티쿠스종)','0302','83','0000','수출','0','0','39','1529','2018-06-30'
'201805','0302840000','E','농어(냉동)(디센트라르쿠스종)','0302','84','0000','수출','390','1108','750','6508','2018-06-30'
'201805','0302850000','E','돔(신선 또는 냉장)(스파리대과)','0302','85','0000','수출','35808','68361','36845','75221','2018-06-30'
'201805','0302891000','E','방어(신선 또는 냉장)','0302','89','1000','수출','252','1733','14695','58003','2018-06-30'
'201805','0302892000','E','갈치(신선 또는 냉장)','0302','89','2000','수출','47','1777','440','15529','2018-06-30'
'201805','0302893000','E','붕장어(신선 또는 냉장)','0302','89','3000','수출','32','1948','204','12744','2018-06-30'
'201805','0302895000','E','꽁치(신선 또는 냉장)(학꽁치를 포함한다)','0302','89','5000','수출','1699','9282','90641','489048','2018-06-30'
'201805','0302896000','E','돔(신선 또는 냉장)(스파리대과를 제외한다)','0302','89','6000','수출','4045','7935','4527','20423','2018-06-30'
'201805','0302899020','E','복어(신선 또는 냉장)','0302','89','9020','수출','0','0','3503','95825','2018-06-30'
'201805','0302899040','E','아귀(신선 또는 냉장)','0302','89','9040','수출','500','1586','247187','1024686','2018-06-30'
'201805','0302899090','E','기타(신선 또는 냉장)(삼치복어병어아귀 외 기타)','0302','89','9090','수출','59234','1396821','332253','7933379','2018-06-30'
'201805','0302912000','E','어란(魚卵)ㆍ어백(魚白)','0302','91','2000','수출','0','0','10','113','2018-06-30'
'201805','0303120000','E','그 밖의 태평양 연어(옹코링쿠스 고르부스카옹코링쿠스 케타옹코링쿠스 차비차옹코링쿠스 키수츠옹코링쿠스 마소옹코링쿠스 로두루스)','0303','12','0000','수출','100630','512348','206141','1041694','2018-06-30'
'201805','0303130000','E','대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코)','0303','13','0000','수출','0','0','1700','7950','2018-06-30'
'201805','0303140000','E','송어(살모 트루타옹코링쿠스-미키스클라키아구아보니타길래아파케크리소가스터)','0303','14','0000','수출','0','0','59540','65429','2018-06-30'
'201805','0303260000','E','뱀장어(냉동)(앵귈라종)','0303','26','0000','수출','250','11386','24990','32852','2018-06-30'
'201805','0303290000','E','연어(송어 대서양연어 등 이외 기타/냉동/피레트 어육제외)','0303','29','0000','수출','0','0','205','3423','2018-06-30'
'201805','0303310000','E','넙치[레인하드티우스 히포글러소이데스히포글러서스 히포글러서스히포글러서스 스테노레피스)','0303','31','0000','수출','32064','234232','235168','1491634','2018-06-30'
'201805','0303320000','E','가자미(플루로넥테스 플라테사)','0303','32','0000','수출','365466','619853','498250','860468','2018-06-30'
'201805','0303330000','E','서대(간장 어란제외/냉동/피레트 어육제외)','0303','33','0000','수출','0','0','240','1196','2018-06-30'
'201805','0303390000','E','넙치류(간장 어란제외/냉동/피레트 어육제외)','0303','39','0000','수출','152117','485857','641960','4038538','2018-06-30'
'201805','0303410000','E','날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)','0303','41','0000','수출','25100','74236','234879','721230','2018-06-30'
'201805','0303420000','E','황다랑어(터너스 알바카레스/냉동)','0303','42','0000','수출','3201727','7989560','13712876','33937807','2018-06-30'
'201805','0303430000','E','가다랑어 또는 줄무늬버니토우(냉동)','0303','43','0000','수출','12114841','18226822','65680585','86427647','2018-06-30'
'201805','0303440000','E','눈다랑어(냉동)','0303','44','0000','수출','734617','2830420','2614850','10244030','2018-06-30'
'201805','0303451000','E','대서양 참다랑어(냉동)(터너스 티너스)','0303','45','1000','수출','38567','801238','156475','3425903','2018-06-30'
'201805','0303452000','E','태평양 참다랑어(냉동)(터너스 오리엔탈리스)','0303','45','2000','수출','0','0','70900','295441','2018-06-30'
'201805','0303460000','E','남방참다랑어(터너스맥코이/냉동)','0303','46','0000','수출','71785','1127944','376484','4934643','2018-06-30'
'201805','0303490000','E','기타(냉동)','0303','49','0000','수출','0','0','153408','199893','2018-06-30'
'201805','0303510000','E','청어(클루페아 하렌구스클루페아 팔라시)','0303','51','0000','수출','1359279','882508','2134186','1334604','2018-06-30'
'201805','0303530000','E','정어리(냉동)(사르디나 필차르두스사르디노프스종)','0303','53','0000','수출','162092','147732','1225871','989366','2018-06-30'
'201805','0303540000','E','고등어(스콤버 스콤브루스스콤버 오스트랄라시쿠스스콤버 자포니쿠스)','0303','54','0000','수출','1801292','1666502','21853388','19170727','2018-06-30'
'201805','0303550000','E','전갱이(냉동)(트라커러스종)','0303','55','0000','수출','90340','156222','775678','1250692','2018-06-30'
'201805','0303570000','E','황새치(자이피어스글래디어스)','0303','57','0000','수출','408174','2463402','1852801','11055604','2018-06-30'
'201805','0303591000','E','삼치[스콤버로모러스(Scomberomorus)종]','0303','59','1000','수출','214774','624910','3885950','14724337','2018-06-30'
'201805','0303592000','E','꽁치[콜로라비스 사이라(Cololabis saira)]','0303','59','2000','수출','635789','999414','1801962','2587735','2018-06-30'
'201805','0303599000','E','기타','0303','59','9000','수출','51351','106488','332405','884668','2018-06-30'
'201805','0303630000','E','대구(가두스 모르화가두스 오각가두스 마크로세팔루스)','0303','63','0000','수출','501815','2015029','2221692','9341003','2018-06-30'
'201805','0303660000','E','민대구(냉동)(메루키우스종 등 2종)','0303','66','0000','수출','0','0','450035','824324','2018-06-30'
'201805','0303670000','E','명태(냉동)(테라그라 찰코그라마)','0303','67','0000','수출','453778','679754','2639274','3841474','2018-06-30'
'201805','0303691000','E','새꼬리민태(냉동)','0303','69','1000','수출','0','0','27000','53140','2018-06-30'
'201805','0303699000','E','기타(냉동)(새꼬리민태 외 기타)','0303','69','9000','수출','0','0','1','30','2018-06-30'
'201805','0303810000','E','곱상어와 기타 상어(냉동)','0303','81','0000','수출','113081','62348','150305','90703','2018-06-30'
'201805','0303821000','E','가오리(냉동)','0303','82','1000','수출','5130','14640','5580','25675','2018-06-30'
'201805','0303822000','E','홍어(냉동)','0303','82','2000','수출','11416','13270','11991','25547','2018-06-30'
'201805','0303830000','E','이빨고기(냉동)(디소스티쿠스종)','0303','83','0000','수출','7000','174330','987782','26115350','2018-06-30'
'201805','0303840000','E','농어(신선 또는 냉장)(디센트라르쿠스종)','0303','84','0000','수출','7951','192778','30885','413156','2018-06-30'
'201805','0303891000','E','은대구(냉동)','0303','89','1000','수출','0','0','24','472','2018-06-30'
'201805','0303892000','E','갈치(냉동)','0303','89','2000','수출','50093','224519','402136','1162213','2018-06-30'
'201805','0303893010','E','옥돔(냉동)(브랜치오스테거스 자포니커스)','0303','89','3010','수출','4951','15964','5147','18889','2018-06-30'
'201805','0303893090','E','돔(냉동)(기타)','0303','89','3090','수출','8935','23781','116851','188502','2018-06-30'
'201805','0303894000','E','붕장어(냉동)','0303','89','4000','수출','3619','45791','19899','186144','2018-06-30'
'201805','0303895000','E','조기(냉동)','0303','89','5000','수출','1066','15866','11863','117677','2018-06-30'
'201805','0303896000','E','꽁치(냉동)(학꽁치를 포함한다)','0303','89','6000','수출','186135','342941','524602','1524756','2018-06-30'
'201805','0303899010','E','보리멸(냉동)','0303','89','9010','수출','7260','19000','59560','90094','2018-06-30'
'201805','0303899030','E','달고기(냉동)','0303','89','9030','수출','15585','9101','132765','288225','2018-06-30'
'201805','0303899040','E','임연수어(냉동)','0303','89','9040','수출','199782','589215','1179571','3516460','2018-06-30'
'201805','0303899050','E','볼낙(냉동)(적어를 포함한다)','0303','89','9050','수출','144285','279541','516838','899355','2018-06-30'
'201805','0303899060','E','아귀(냉동)','0303','89','9060','수출','86179','92850','128725','255439','2018-06-30'
'201805','0303899070','E','먹장어(냉동)(대서양 또는 태평양)','0303','89','9070','수출','300','2929','14268','77480','2018-06-30'
'201805','0303899091','E','민어(냉동)','0303','89','9091','수출','15223','38536','100973','268119','2018-06-30'
'201805','0303899092','E','까나리(냉동)','0303','89','9092','수출','0','0','4836','34906','2018-06-30'
'201805','0303899099','E','기타어류(냉동)','0303','89','9099','수출','716216','1853623','7832316','13793098','2018-06-30'
'201805','0303912010','E','명란','0303','91','2010','수출','310508','1657686','1822444','12536102','2018-06-30'
'201805','0303912090','E','기타','0303','91','2090','수출','78054','265806','111036','377051','2018-06-30'
'201805','0303990000','E','기타','0303','99','0000','수출','87934','204198','484597','1145414','2018-06-30'
'201805','0304390000','E','기타(신선 또는 냉장한 피레트)','0304','39','0000','수출','235','8998','638','19501','2018-06-30'
'201805','0304431000','E','가자미(신선 또는 냉장한 피레트)','0304','43','1000','수출','0','0','100','1788','2018-06-30'
'201805','0304439000','E','넙치류 기타(신선 또는 냉장)','0304','43','9000','수출','0','0','2068','3390','2018-06-30'
'201805','0304482000','E','홍어','0304','48','2000','수출','12','521','60','545','2018-06-30'
'201805','0304491000','E','붕장어(신선 또는 냉장한 피레트)','0304','49','1000','수출','75887','1250808','396836','5993810','2018-06-30'
'201805','0304499000','E','기타(신선 또는 냉장한 피레트)','0304','49','9000','수출','0','0','678','2921','2018-06-30'
'201805','0304519000','E','틸라피아메기잉어뱀장어나일퍼치 종의 기타(기타신선 또는 냉장한 것)','0304','51','9000','수출','162','4497','751','18381','2018-06-30'
'201805','0304591010','E','붕장어 연육(기타신선 또는 냉장한 것)','0304','59','1010','수출','0','0','4','31','2018-06-30'
'201805','0304593090','E','참다랑어 기타(기타신선 또는 냉장한 것)','0304','59','3090','수출','60','3885','230','14069','2018-06-30'
'201805','0304610000','E','틸라피아(냉동한 피레트)(오레오크로미스종)','0304','61','0000','수출','0','0','200','2337','2018-06-30'
'201805','0304740000','E','민대구(냉동한 피레트)(메루키우스종ㆍ유르피키스종)','0304','74','0000','수출','48','589','48','589','2018-06-30'
'201805','0304750000','E','명태(냉동한 피레트)(테라그라 찰코그라마)','0304','75','0000','수출','528','4208','32965','102858','2018-06-30'
'201805','0304790000','E','브레그마세로티대과외6종무리에놀레피디대과어류의(냉동한피레트)','0304','79','0000','수출','10000','82189','30045','252445','2018-06-30'
'201805','0304810000','E','태평양 연어(옹코링쿠스 -넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라)다뉴브 연어(후코 후코))','0304','81','0000','수출','45','1507','45','1507','2018-06-30'
'201805','0304831000','E','가자미(냉동한 피레트)','0304','83','1000','수출','10822','64122','26831','156851','2018-06-30'
'201805','0304839000','E','넙치류 기타(냉동한 피레트)','0304','83','9000','수출','19','857','1504','46326','2018-06-30'
'201805','0304840000','E','황새치(냉동한 피레트)(자이피어스 글래디어스)','0304','84','0000','수출','137004','1000232','532642','3792081','2018-06-30'
'201805','0304860000','E','청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시)','0304','86','0000','수출','42863','55383','42863','55383','2018-06-30'
'201805','0304871000','E','참다랑어(냉동한 피레트)','0304','87','1000','수출','99299','2518951','606902','15693514','2018-06-30'
'201805','0304879000','E','다랑어 기타(냉동한 피레트)','0304','87','9000','수출','1728150','19786409','7727914','92798622','2018-06-30'
'201805','0304891000','E','붕장어의 것(냉동한 피레트)','0304','89','1000','수출','17744','266218','189044','2735699','2018-06-30'
'201805','0304899000','E','기타어류의 기타(냉동한 피레트)','0304','89','9000','수출','182405','1902269','937667','8932797','2018-06-30'
'201805','0304911000','E','황새치(냉동연육)','0304','91','1000','수출','0','0','80','222','2018-06-30'
'201805','0304941000','E','명태 냉동연육','0304','94','1000','수출','170240','621042','219320','774448','2018-06-30'
'201805','0304972090','E','기타','0304','97','2090','수출','45','4040','85','8080','2018-06-30'
'201805','0304991000','E','기타 냉동연육','0304','99','1000','수출','0','0','143400','290444','2018-06-30'
'201805','0304999000','E','기타 냉동연육 외 기타','0304','99','9000','수출','208315','709368','564061','2751748','2018-06-30'
'201805','0305100000','E','어류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)','0305','10','0000','수출','16','375','127','1942','2018-06-30'
'201805','0305202000','E','어란(건조)','0305','20','2000','수출','0','0','50','1019','2018-06-30'
'201805','0305204010','E','어란(명태/염장염수장)','0305','20','4010','수출','2605','51316','22751','385297','2018-06-30'
'201805','0305204030','E','어란(청어/염장염수장)','0305','20','4030','수출','180','2395','180','2395','2018-06-30'
'201805','0305204090','E','어란(명태 조기 청어이외 기타/염장 염수장)','0305','20','4090','수출','23','1117','1597','15897','2018-06-30'
'201805','0305312000','E','틸라피아메기잉어뱀장어나일퍼치 종의 염장.염수장한 것','0305','31','2000','수출','0','0','4','15','2018-06-30'
'201805','0305391000','E','기타어류의 피레트(건조한것)','0305','39','1000','수출','34','1200','91','3186','2018-06-30'
'201805','0305392000','E','기타어류의 피레트(염장 또는 염수장한 것)','0305','39','2000','수출','620','6254','5198','45213','2018-06-30'
'201805','0305410000','E','태평양 연어(옹코링쿠스- 넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라) 다뉴브 연어(후코 후코))','0305','41','0000','수출','1604','30712','7561','144255','2018-06-30'
'201805','0305491000','E','멸치(훈제/피레트포함)','0305','49','1000','수출','3632','24611','5834','54243','2018-06-30'
'201805','0305492000','E','명태(훈제/피레트포함)','0305','49','2000','수출','0','0','5296','34617','2018-06-30'
'201805','0305499000','E','어류(연어 청어 멸치 명태이외 기타/훈제/피레트 포함)','0305','49','9000','수출','3','174','6476','64059','2018-06-30'
'201805','0305510000','E','대구(건조/염장불문/훈제제외)','0305','51','0000','수출','0','0','483','8523','2018-06-30'
'201805','0305541000','E','멸치[엔그라울리스(Engraulis)종]','0305','54','1000','수출','108129','1723861','467125','6915410','2018-06-30'
'201805','0305549000','E','기타','0305','54','9000','수출','5460','62351','11901','155557','2018-06-30'
'201805','0305593000','E','명태(건조/염장불문/훈제제외)','0305','59','3000','수출','24901','181848','93500','998889','2018-06-30'
'201805','0305594000','E','조기(건조/염장불문/훈제제외)','0305','59','4000','수출','800','19750','13364','214362','2018-06-30'
'201805','0305596000','E','갯장어(건조/염장불문/훈제제외)','0305','59','6000','수출','0','0','33','2260','2018-06-30'
'201805','0305599000','E','어류(대구상어지느러미멸치명태조기등외기타건조/훈제제외)','0305','59','9000','수출','32923','560254','96373','1516185','2018-06-30'
'201805','0305610000','E','청어(염장염수장)','0305','61','0000','수출','0','0','10000','19600','2018-06-30'
'201805','0305620000','E','대구(염장염수장)','0305','62','0000','수출','0','0','400','921','2018-06-30'
'201805','0305631000','E','멸치젓(염장염수장)','0305','63','1000','수출','596','1161','19880','44334','2018-06-30'
'201805','0305639000','E','멸치(멸치젓 이외 기타/염장 염수장)','0305','63','9000','수출','0','0','1700','13899','2018-06-30'
'201805','0305693000','E','갈치(염장염수장)','0305','69','3000','수출','896','9434','2959','30968','2018-06-30'
'201805','0305695000','E','고등어(염장염수장)','0305','69','5000','수출','9239','88583','46232','407989','2018-06-30'
'201805','0305696000','E','조기(염장염수장)','0305','69','6000','수출','110','1947','150','2321','2018-06-30'
'201805','0305698000','E','꽁치(학꽁치 포함/염장 염수장)','0305','69','8000','수출','30','255','287','2988','2018-06-30'
'201805','0305699000','E','어류(청어대구연어송어갈치정어리고등어 등 이외)','0305','69','9000','수출','1434','6440','15534','113768','2018-06-30'
'201805','0305712000','E','상어 지느러미(건조한 것)','0305','71','2000','수출','3961','78835','22056','484314','2018-06-30'
'201805','0305721000','E','대구(가두스 모르화가두스 오각가두스 마크로세팔루스)의 것 (어류의 머리 꼬리 위)','0305','72','1000','수출','200','985','200','985','2018-06-30'
'201805','0305790000','E','기타 어류의 머리 꼬리','0305','79','0000','수출','1702','16035','13475','148709','2018-06-30'
'201805','0306119000','E','닭새우류(팔리누루스종 파누리루스종 자수스종)(냉동한것)(기타)','0306','11','9000','수출','24000','8387','48070','17877','2018-06-30'
'201805','0306129000','E','바닷가재(호마루스종)(냉동한 것) 훈제한 것(기타)','0306','12','9000','수출','26904','411796','27449','422560','2018-06-30'
'201805','0306141011','E','게살(냉동한 것) 훈제한 것(밀폐용기에 넣은 것)','0306','14','1011','수출','50','805','1193','37284','2018-06-30'
'201805','0306141090','E','게살(냉동한 것) 훈제한 것(기타)','0306','14','1090','수출','0','0','14865','131169','2018-06-30'
'201805','0306142090','E','왕게(냉동한 것) 기타','0306','14','2090','수출','15113','527265','70106','1927890','2018-06-30'
'201805','0306143090','E','꽃게(냉동한 것) 기타','0306','14','3090','수출','20011','333397','121204','553929','2018-06-30'
'201805','0306149090','E','갑각류 기타(냉동한 것)(훈제한것 외 기타)','0306','14','9090','수출','240481','1500696','1046183','9225626','2018-06-30'
'201805','0306159000','E','노르웨이 바닷가재(네프로프스 노르베지쿠스)(냉동한 것)(기타)','0306','15','9000','수출','0','0','8','4','2018-06-30'
'201805','0306161090','E','냉수성 새우류(판달러스종크란곤 크란곤)의 새우살(냉동한 것)(훈제한 것 외 기타)','0306','16','1090','수출','0','0','383','1571','2018-06-30'
'201805','0306169090','E','냉수성 새우류(판달러스종크란곤 크란곤)기타(냉동한 것)(훈제한 것)','0306','16','9090','수출','10776','116808','57389','627273','2018-06-30'
'201805','0306171090','E','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','0306','17','1090','수출','824714','473783','1080175','643942','2018-06-30'
'201805','0306179090','E','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','0306','17','9090','수출','530040','239262','1326615','1008609','2018-06-30'
'201805','0306199000','E','기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)','0306','19','9000','수출','1492','28553','4230','63670','2018-06-30'
'201805','0306331000','E','꽃게','0306','33','1000','수출','18201','193689','19781','220217','2018-06-30'
'201805','0306332000','E','대게','0306','33','2000','수출','8921','264185','109479','2840503','2018-06-30'
'201805','0306339000','E','게(기타)','0306','33','9000','수출','194083','10870790','793050','37044928','2018-06-30'
'201805','0306360000','E','그 밖의 새우류','0306','36','0000','수출','588','20858','819','29071','2018-06-30'
'201805','0306390000','E','기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]','0306','39','0000','수출','0','0','16','556','2018-06-30'
'201805','0306912000','E','건조한 것','0306','91','2000','수출','0','0','240','5941','2018-06-30'
'201805','0306913000','E','염장이나 염수장한 것','0306','91','3000','수출','220','1122','1420','9786','2018-06-30'
'201805','0306934011','E','밀폐용기에 넣은 것(게살)','0306','93','4011','수출','0','0','298','7140','2018-06-30'
'201805','0306934090','E','기타','0306','93','4090','수출','0','0','819','2253','2018-06-30'
'201805','0306951020','E','건조한 것','0306','95','1020','수출','250','6801','250','6801','2018-06-30'
'201805','0306959020','E','건조한 것','0306','95','9020','수출','315','6670','6158','87280','2018-06-30'
'201805','0306959030','E','염장이나 염수장한 것','0306','95','9030','수출','7440','53647','60068','304007','2018-06-30'
'201805','0306992000','E','건조한 것','0306','99','2000','수출','0','0','12','493','2018-06-30'
'201805','0307111090','E','굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것)','0307','11','1090','수출','0','0','40320','92422','2018-06-30'
'201805','0307119000','E','굴치패 기타(산 것 신선 또는 냉장한 것)','0307','11','9000','수출','201054','1029580','458380','2443468','2018-06-30'
'201805','0307120000','E','냉동한 것','0307','12','0000','수출','1090140','6643016','3620274','21799171','2018-06-30'
'201805','0307192000','E','기타 굴(건조한 것)','0307','19','2000','수출','0','0','90','1527','2018-06-30'
'201805','0307193000','E','기타 굴(염장 또는 염수장','0307','19','3000','수출','146','1992','1465','16254','2018-06-30'
'201805','0307194000','E','기타 굴(훈제한 것)','0307','19','4000','수출','0','0','5','39','2018-06-30'
'201805','0307210000','E','가리비과의 조개(산것/신선 냉장)','0307','21','0000','수출','0','0','96','2728','2018-06-30'
'201805','0307220000','E','냉동한 것','0307','22','0000','수출','23992','246898','115242','1174198','2018-06-30'
'201805','0307293000','E','가리비과의조개(염장염수장)','0307','29','3000','수출','0','0','1000','17301','2018-06-30'
'201805','0307310000','E','홍합(산것/신선냉장)','0307','31','0000','수출','500','969','500','969','2018-06-30'
'201805','0307320000','E','냉동한 것','0307','32','0000','수출','0','0','7490','25372','2018-06-30'
'201805','0307392000','E','홍합(건조)','0307','39','2000','수출','1620','6313','6629','40940','2018-06-30'
'201805','0307393000','E','홍합(훈제한 것)','0307','39','3000','수출','0','0','40','882','2018-06-30'
'201805','0307399000','E','홍합(산 것 신선 냉장 냉동 건조 이외 기타)','0307','39','9000','수출','180','582','3680','10367','2018-06-30'
'201805','0307421010','E','세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종','0307','42','1010','수출','850','1668','913','2873','2018-06-30'
'201805','0307421090','E','기타','0307','42','1090','수출','9698','18867','10018','19558','2018-06-30'
'201805','0307422090','E','기타','0307','42','2090','수출','0','0','16','263','2018-06-30'
