휴게소명,도로종류,도로노선번호,도로노선명,도로노선방향,위도,경도,휴게소종류,휴게소운영시작시각,휴게소운영종료시각,도로점용면적,주차면수,경정비가능여부,주유소유무,LPG충전소유무,전기차충전소유무,버스환승가능여부,쉼터유무,화장실유무,약국유무,수유실유무,매점유무,음식점유무,기타편의시설,휴게소대표음식명,휴게소전화번호,데이터기준일자,제공기관코드,제공기관명,
오수(전주),고속국도,27,순천완주선,,35.540925,127.309249,일반휴게소,00:00,24:00,57978,,,Y,,,N,,Y,,,Y,Y,,,063-644-5115,2017-11-14,B500004,한국도로공사,
오창(통영),고속국도,35,중부선,,36.758496,127.481822,일반휴게소,00:00,24:00,11001,,,Y,,,N,,Y,,,Y,Y,,,043-217-1477,2017-11-14,B500004,한국도로공사,
오창(하남),고속국도,35,중부선,,36.756603,127.481945,일반휴게소,00:00,24:00,16297,,,Y,,,N,,Y,,,Y,Y,,,043-217-8303,2017-11-14,B500004,한국도로공사,
옥계(속초),고속국도,65,동해선,,37.616180,129.060200,일반휴게소,00:00,24:00,70390,,,Y,,,N,,Y,,,Y,Y,,,033-534-1700,2017-11-14,B500004,한국도로공사,
옥산(부산),고속국도,1,경부선,,36.657734,127.369840,화물차휴게소,00:00,24:00,33272,,,Y,,,N,,Y,,,Y,Y,,,043-260-1053,2017-11-14,B500004,한국도로공사,
옥천(만남),고속국도,1,경부선,,36.259620,127.624633,화물차휴게소,00:00,24:00,45218,,,Y,,,N,,Y,,,Y,Y,,,043-732-0081,2017-11-14,B500004,한국도로공사,
옥천(부산),고속국도,1,경부선,,36.296848,127.595325,화물차휴게소,00:00,24:00,43421,,,Y,,,N,,Y,,,Y,Y,,,043-731-8521,2017-11-14,B500004,한국도로공사,
옥천(서울),고속국도,1,경부선,,36.297610,127.598814,일반휴게소,00:00,24:00,25278,,,Y,,,N,,Y,,,Y,Y,,,043-731-8097,2017-11-14,B500004,한국도로공사,
와촌(포항),고속국도,20,익산포항선,,35.951821,128.775490,일반휴게소,00:00,24:00,41484,,,Y,,,N,,Y,,,Y,Y,,,053-853-1002,2017-11-14,B500004,한국도로공사,
외동(울산),고속국도,65,울산포항선,,35.672751,129.285279,일반휴게소,00:00,24:00,27498,,,Y,,,N,,Y,,,Y,Y,,,054-745-0637,2017-11-14,B500004,한국도로공사,
외동(포항),고속국도,65,울산포항선,,35.672673,129.288322,일반휴게소,00:00,24:00,29069,,,Y,,,N,,Y,,,Y,Y,,,054-745-0631,2017-11-14,B500004,한국도로공사,
용인(강릉),고속국도,50,영동선,,37.245552,127.242104,일반휴게소,00:00,24:00,33223,,,Y,,,N,,Y,,,Y,Y,,,031-339-3663,2017-11-14,B500004,한국도로공사,
용인(서창),고속국도,50,영동선,,37.248302,127.238447,일반휴게소,00:00,24:00,32862,,,Y,,,N,,Y,,,Y,Y,,,031-339-3660,2017-11-14,B500004,한국도로공사,
원주(부산),고속국도,55,중앙선,,37.435234,127.929027,일반휴게소,00:00,24:00,48897,,,Y,,,N,,Y,,,Y,Y,,,033-731-4291,2017-11-14,B500004,한국도로공사,
원주(춘천),고속국도,55,중앙선,,37.434643,127.931743,일반휴게소,00:00,24:00,42927,,,Y,,,N,,Y,,,Y,Y,,,033-731-8194,2017-11-14,B500004,한국도로공사,
음성(통영),고속국도,35,중부선,,37.019633,127.480828,일반휴게소,00:00,24:00,77783,,,Y,,,N,,Y,,,Y,Y,,,043-878-6410,2017-11-14,B500004,한국도로공사,
음성(하남),고속국도,35,중부선,,37.021997,127.484453,일반휴게소,00:00,24:00,43895,,,Y,,,N,,Y,,,Y,Y,,,043-878-6403,2017-11-14,B500004,한국도로공사,
의성(당진),고속국도,30,당진영덕선,,36.410998,128.444794,간이휴게소,00:00,24:00,16237,,,Y,,,N,,Y,,,Y,Y,,,054-862-9072,2017-11-14,B500004,한국도로공사,
이서(순천),고속국도,25,호남선,,35.803943,127.023764,화물차휴게소,00:00,24:00,29463,,,Y,,,N,,Y,,,Y,Y,,,063-227-4114,2017-11-14,B500004,한국도로공사,
이서(천안),고속국도,25,호남선,,35.801940,127.025766,화물차휴게소,00:00,24:00,27508,,,Y,,,N,,Y,,,Y,Y,,,063-236-2592,2017-11-14,B500004,한국도로공사,
이천(통영),고속국도,35,중부선,,37.264583,127.403677,일반휴게소,00:00,24:00,70002,,,Y,,,N,,Y,,,Y,Y,,,031-637-0987,2017-11-14,B500004,한국도로공사,
이천(하남),고속국도,35,중부선,,37.294024,127.378327,일반휴게소,00:00,24:00,82868,,,Y,,,N,,Y,,,Y,Y,,,031-638-1117,2017-11-14,B500004,한국도로공사,
인삼랜드(통영),고속국도,35,중부선,,36.152855,127.495942,일반휴게소,00:00,24:00,48351,,,Y,,,Y,,Y,,,Y,Y,,,041-751-2892,2017-11-14,B500004,한국도로공사,
인삼랜드(하남),고속국도,35,중부선,,36.154697,127.497652,일반휴게소,00:00,24:00,40492,,,Y,,,Y,,Y,,,Y,Y,,,041-754-9200,2017-11-14,B500004,한국도로공사,
입장(서울),고속국도,1,경부선,,36.943055,127.192491,화물차휴게소,00:00,24:00,81553,,,Y,,,N,,Y,,,Y,Y,,,041-588-7868,2017-11-14,B500004,한국도로공사,
장유(부산),고속국도,10,남해선,,35.212071,128.793603,일반휴게소,00:00,24:00,41925,,,Y,,,N,,Y,,,Y,Y,,,055-313-2610,2017-11-14,B500004,한국도로공사,
정읍(순천),고속국도,25,호남선,,35.601454,126.861989,일반휴게소,00:00,24:00,40011,,,Y,,,N,,Y,,,Y,Y,,,063-532-0510,2017-11-14,B500004,한국도로공사,
정읍(천안),고속국도,25,호남선,,35.600193,126.864570,일반휴게소,00:00,24:00,28126,,,Y,,,N,,Y,,,Y,Y,,,063-532-2373,2017-11-14,B500004,한국도로공사,
주암(순천),고속국도,25,호남선,,35.076208,127.264124,일반휴게소,00:00,24:00,28705,,,Y,,,N,,Y,,,Y,Y,,,061-754-4980,2017-11-14,B500004,한국도로공사,
의성(영덕),고속국도,30,당진영덕선,,36.409452,128.447769,간이휴게소,00:00,24:00,19101,,,Y,,,N,,Y,,,Y,Y,,,054-862-9251,2017-11-14,B500004,한국도로공사,
주암(천안),고속국도,25,호남선,,35.076619,127.265750,일반휴게소,00:00,24:00,25780,,,Y,,,N,,Y,,,Y,Y,,,061-754-2432,2017-11-14,B500004,한국도로공사,
죽암(부산),고속국도,1,경부선,,36.486807,127.429288,일반휴게소,00:00,24:00,29312,,,Y,,,N,,Y,,,Y,Y,,,043-269-0850,2017-11-14,B500004,한국도로공사,
죽암(서울),고속국도,1,경부선,,36.496782,127.430616,일반휴게소,00:00,24:00,18860,,,Y,,,N,,Y,,,Y,Y,,,043-260-8035,2017-11-14,B500004,한국도로공사,
죽전(서울),고속국도,1,경부선,,37.332523,127.104790,일반휴게소,00:00,24:00,28982,,,Y,,,N,,Y,,,Y,Y,,,031-262-3168,2017-11-14,B500004,한국도로공사,
지리산(담양),고속국도,12,광주대구선,,35.483925,127.567071,일반휴게소,00:00,24:00,40224,,,Y,,,N,,Y,,,Y,Y,,,063-636-7195,2017-11-14,B500004,한국도로공사,
지리산(대구),고속국도,12,광주대구선,,35.481353,127.566827,일반휴게소,00:00,24:00,61516,,,Y,,,N,,Y,,,Y,Y,,,063-636-7191,2017-11-14,B500004,한국도로공사,
진안(익산),고속국도,20,익산포항선,,35.777840,127.425297,일반휴게소,00:00,24:00,53532,,,Y,,,N,,Y,,,Y,Y,,,063-432-1380,2017-11-14,B500004,한국도로공사,
진안(장수),고속국도,20,익산포항선,,35.774821,127.426397,일반휴게소,00:00,24:00,50251,,,Y,,,N,,Y,,,Y,Y,,,063-432-6350,2017-11-14,B500004,한국도로공사,
진영(부산),고속국도,10,남해선,,35.277907,128.715453,일반휴게소,00:00,24:00,22194,,,Y,,,N,,Y,,,Y,Y,,,055-342-3236,2017-11-14,B500004,한국도로공사,
진영(순천),고속국도,10,남해선,,35.280051,128.716126,일반휴게소,00:00,24:00,31124,,,Y,,,N,,Y,,,Y,Y,,,055-342-3959,2017-11-14,B500004,한국도로공사,
진주(부산),고속국도,10,남해선,,35.159762,128.122040,간이휴게소,00:00,24:00,93523,,,Y,,,N,,Y,,,Y,Y,,,055-759-3205,2017-11-14,B500004,한국도로공사,
천등산(제천),고속국도,40,평택제천선,,37.061324,127.939403,일반휴게소,00:00,24:00,28016,,,Y,,,N,,Y,,,Y,Y,,,043-844-2991,2017-11-14,B500004,한국도로공사,
천등산(평택),고속국도,40,평택제천선,,37.076789,127.989014,일반휴게소,00:00,24:00,16876,,,Y,,,N,,Y,,,Y,Y,,,043-844-2930,2017-11-14,B500004,한국도로공사,
천안(부산),고속국도,1,경부선,,36.730237,127.263834,일반휴게소,00:00,24:00,17803,,,Y,,,N,,Y,,,Y,Y,,,041-552-4560,2017-11-14,B500004,한국도로공사,
천안(서울),고속국도,1,경부선,,36.787825,127.173466,일반휴게소,00:00,24:00,26533,,,Y,,,N,,Y,,,Y,Y,,,041-551-2480,2017-11-14,B500004,한국도로공사,
청송(상주),고속국도,30,당진영덕선,,36.456572,129.012218,일반휴게소,00:00,24:00,6014,,,Y,,,N,,Y,,,Y,Y,,,054-872-5910,2017-11-14,B500004,한국도로공사,
청송(영덕),고속국도,30,당진영덕선,,36.455702,129.013224,일반휴게소,00:00,24:00,6394,,,Y,,,N,,Y,,,Y,Y,,,054-872-9101,2017-11-14,B500004,한국도로공사,
청주(서울),고속국도,1,경부선,,36.716032,127.349345,화물차휴게소,00:00,24:00,23402,,,Y,,,N,,Y,,,Y,Y,,,043-237-1700,2017-11-14,B500004,한국도로공사,
청통(대구),고속국도,20,익산포항선,,35.994026,128.859285,일반휴게소,00:00,24:00,47354,,,Y,,,N,,Y,,,Y,Y,,,054-337-5009,2017-11-14,B500004,한국도로공사,
추풍령(서울),고속국도,1,경부선,,36.199681,128.003369,일반휴게소,00:00,24:00,16546,,,Y,,,N,,Y,,,Y,Y,,,054-439-3187,2017-11-14,B500004,한국도로공사,
춘천(부산),고속국도,55,중앙선,,37.812570,127.766109,일반휴게소,00:00,24:00,46378,,,Y,,,N,,Y,,,Y,Y,,,033-264-0500,2017-11-14,B500004,한국도로공사,
충주(마산),고속국도,45,중부내륙선,,37.022224,127.837093,일반휴게소,00:00,24:00,70169,,,Y,,,N,,Y,,,Y,Y,,,043-857-9339,2017-11-14,B500004,한국도로공사,
충주(양평),고속국도,45,중부내륙선,,37.023177,127.839256,일반휴게소,00:00,24:00,63390,,,Y,,,N,,Y,,,Y,Y,,,043-857-9229,2017-11-14,B500004,한국도로공사,
치악(부산),고속국도,55,중앙선,,37.253647,128.048538,일반휴게소,00:00,24:00,45696,,,Y,,,N,,Y,,,Y,Y,,,033-762-9234,2017-11-14,B500004,한국도로공사,
치악(춘천),고속국도,55,중앙선,,37.256686,128.048888,일반휴게소,00:00,24:00,61992,,,Y,,,N,,Y,,,Y,Y,,,033-762-8030,2017-11-14,B500004,한국도로공사,
칠곡(부산),고속국도,1,경부선,,36.019809,128.428482,화물차휴게소,00:00,24:00,29675,,,Y,,,N,,Y,,,Y,Y,,,054-975-2277,2017-11-14,B500004,한국도로공사,
칠곡(서울),고속국도,1,경부선,,36.011672,128.430789,일반휴게소,00:00,24:00,45558,,,Y,,,N,,Y,,,Y,Y,,,054-975-1883,2017-11-14,B500004,한국도로공사,
칠서(양평),고속국도,45,중부내륙선,,35.370886,128.496781,일반휴게소,00:00,24:00,22467,,,Y,,,N,,Y,,,Y,Y,,,055-587-9656,2017-11-14,B500004,한국도로공사,
통도사(부산),고속국도,1,경부선,,35.488844,129.090794,일반휴게소,00:00,24:00,23752,,,Y,,,N,,Y,,,Y,Y,,,055-383-6145,2017-11-14,B500004,한국도로공사,
평사(부산),고속국도,1,경부선,,35.885521,128.867551,일반휴게소,00:00,24:00,44617,,,Y,,,N,,Y,,,Y,Y,,,053-852-8651,2017-11-14,B500004,한국도로공사,
추풍령(부산),고속국도,1,경부선,,36.200486,128.000332,일반휴게소,00:00,24:00,26457,,,Y,,,N,,Y,,,Y,Y,,,054-430-2000,2017-11-14,B500004,한국도로공사,
평창(강릉),고속국도,50,영동선,,37.605583,128.452704,일반휴게소,00:00,24:00,24871,,,Y,,,N,,Y,,,Y,Y,,,033-334-5100,2017-11-14,B500004,한국도로공사,
평창(서창),고속국도,50,영동선,,37.610873,128.463335,일반휴게소,00:00,24:00,25690,,,Y,,,N,,Y,,,Y,Y,,,033-333-6131,2017-11-14,B500004,한국도로공사,
하남만남(통영),고속국도,35,중부선,,37.530300,127.206091,일반휴게소,00:00,24:00,29882,,,Y,,,N,,Y,,,Y,Y,,,031-791-4200,2017-11-14,B500004,한국도로공사,
함안(부산),고속국도,10,남해선,,35.294067,128.346979,일반휴게소,00:00,24:00,63813,,,Y,,,N,,Y,,,Y,Y,,,055-582-2191,2017-11-14,B500004,한국도로공사,
함안(순천),고속국도,10,남해선,,35.294676,128.344701,일반휴게소,00:00,24:00,61050,,,Y,,,N,,Y,,,Y,Y,,,055-582-5470,2017-11-14,B500004,한국도로공사,
함양(통영),고속국도,35,중부선,,35.551316,127.758584,일반휴게소,00:00,24:00,29993,,,Y,,,N,,Y,,,Y,Y,,,055-963-8001,2017-11-14,B500004,한국도로공사,
함양(하남),고속국도,35,중부선,,35.551614,127.760447,일반휴게소,00:00,24:00,20787,,,Y,,,N,,Y,,,Y,Y,,,055-963-8001,2017-11-14,B500004,한국도로공사,
함평나비(광주),고속국도,12,무안광주선,,35.037273,126.511670,일반휴게소,00:00,24:00,50294,,,Y,,,N,,Y,,,Y,Y,,,061-324-8840,2017-11-14,B500004,한국도로공사,
함평나비(무안),고속국도,12,무안광주선,,35.038174,126.508791,일반휴게소,00:00,24:00,47179,,,Y,,,N,,Y,,,Y,Y,,,061-324-8858,2017-11-14,B500004,한국도로공사,
함평천지(무안),고속국도,15,서해안선,,35.069646,126.478309,일반휴게소,00:00,24:00,26068,,,Y,,,N,,Y,,,Y,Y,,,061-323-3751,2017-11-14,B500004,한국도로공사,
함평천지(서울),고속국도,15,서해안선,,35.130739,126.482302,일반휴게소,00:00,24:00,46847,,,Y,,,N,,Y,,,Y,Y,,,061-323-3641,2017-11-14,B500004,한국도로공사,
행담도,고속국도,15,서해안선,,36.944835,126.807504,일반휴게소,00:00,24:00,202440,,,Y,,,N,,Y,,,Y,Y,,,041-358-0702,2017-11-14,B500004,한국도로공사,
현풍(대구),고속국도,45,중부내륙선,,35.701836,128.438128,일반휴게소,00:00,24:00,21068,,,Y,,,N,,Y,,,Y,Y,,,053-615-0337,2017-11-14,B500004,한국도로공사,
현풍(현풍),고속국도,451,중부내륙지선,,35.701775,128.435368,일반휴게소,00:00,24:00,47569,,,Y,,,N,,Y,,,Y,Y,,,053-614-2436,2017-11-14,B500004,한국도로공사,
홍성(무안),고속국도,15,서해안선,,36.552594,126.579531,일반휴게소,00:00,24:00,54324,,,Y,,,N,,Y,,,Y,Y,,,041-642-1151,2017-11-14,B500004,한국도로공사,
홍성(서울),고속국도,15,서해안선,,36.552437,126.581897,일반휴게소,00:00,24:00,49784,,,Y,,,N,,Y,,,Y,Y,,,041-642-1172,2017-11-14,B500004,한국도로공사,
홍천(서울),고속국도,60,서울양양선,,37.758878,128.006643,일반휴게소,00:00,24:00,42203,,,Y,,,N,,Y,,,Y,Y,,,033-436-9000,2017-11-14,B500004,한국도로공사,
홍천(양양),고속국도,60,서울양양선,,37.757174,128.003071,일반휴게소,00:00,24:00,42378,,,Y,,,N,,Y,,,Y,Y,,,033-436-3000,2017-11-14,B500004,한국도로공사,
홍천강(춘천),고속국도,55,중앙선,,37.712392,127.827750,일반휴게소,00:00,24:00,23928,,,Y,,,N,,Y,,,Y,Y,,,033-435-1201,2017-11-14,B500004,한국도로공사,
화서(상주),고속국도,30,당진영덕선,,36.444052,127.922647,일반휴게소,00:00,24:00,64043,,,Y,,,N,,Y,,,Y,Y,,,054-531-1982,2017-11-14,B500004,한국도로공사,
화성(무안),고속국도,15,서해안선,,37.143606,126.879103,일반휴게소,00:00,24:00,81664,,,Y,,,N,,Y,,,Y,Y,,,031-353-8140,2017-11-14,B500004,한국도로공사,
화성(서울),고속국도,15,서해안선,,37.143493,126.881264,일반휴게소,00:00,24:00,55517,,,Y,,,N,,Y,,,Y,Y,,,031-353-8143,2017-11-14,B500004,한국도로공사,
황간(부산),고속국도,1,경부선,,36.248898,127.852696,일반휴게소,00:00,24:00,43386,,,Y,,,N,,Y,,,Y,Y,,,043-742-5805,2017-11-14,B500004,한국도로공사,
황간(서울),고속국도,1,경부선,,36.249431,127.854865,일반휴게소,00:00,24:00,32652,,,Y,,,N,,Y,,,Y,Y,,,043-742-7633,2017-11-14,B500004,한국도로공사,
황전(광양),고속국도,27,순천완주선,,35.148892,127.454127,일반휴게소,00:00,24:00,26097,,,Y,,,N,,Y,,,Y,Y,,,061-782-1135,2017-11-14,B500004,한국도로공사,
황전(전주),고속국도,27,순천완주선,,35.153619,127.454333,일반휴게소,00:00,24:00,34013,,,Y,,,N,,Y,,,Y,Y,,,061-782-1154,2017-11-14,B500004,한국도로공사,
횡성(강릉),고속국도,50,영동선,,37.462728,128.134084,일반휴게소,00:00,24:00,47509,,,Y,,,Y,,Y,,,Y,Y,,,033-342-4231,2017-11-14,B500004,한국도로공사,
횡성(서창),고속국도,50,영동선,,37.464988,128.135352,일반휴게소,00:00,24:00,28345,,,Y,,,Y,,Y,,,Y,Y,,,033-342-4200,2017-11-14,B500004,한국도로공사,
여수화물자동차휴게소,시도,대로1-4,도시계획도로,,34.797906,127.662228,화물차휴게소,00:00,24:00,0,396,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,061-692-9678,2018-04-30,4810000,전라남도 여수시,
상개화물차휴게소,시도,광3-3,산업로,상행,35.504483,129.320659,화물차휴게소,00:00,00:00,49166,271,Y,Y,N,N,N,Y,Y,N,N,Y,Y,샤워실+세탁실+수면실+세차장+체력단련실,,052-257-8484,2018-08-14,6310000,울산광역시,
약수화물차휴게소,일반국도,7호선,산업로,하행,35.645302,129.342988,화물차휴게소,00:00,00:00,41915,250,Y,Y,N,N,N,Y,Y,N,N,Y,Y,샤워실+세탁실+수면실+세차장+체력단련실,,052-946-2200,2018-08-14,6310000,울산광역시,
시화나래휴게소,지방도,301,대부황금로,양방향,32.573926,124.8702778,간이휴게소,00:00,24:00,76809,450,N,N,N,Y,N,N,Y,N,Y,Y,Y,ATM,돈까스,032-880-7000,2017-11-27,3930000,경기도 안산시,
시화나래조력문화관 달전망대,지방도,301,대부황금로,양방향,37.312897,126.609219,간이휴게소,10:00,22:00,932.99,0,N,N,N,N,N,N,Y,N,N,N,Y,,스테이크+수제버거+커피,032-889-3365,2017-11-27,3930000,경기도 안산시,
초양도휴게소,일반국도,0,0,상행,34.9255272,128.0456998,일반휴게소,00:00,24:00,0,51,N,N,N,N,N,Y,Y,N,N,Y,N,"파고라, 탐방안내소",,055-000-0000,2017-09-30,5340000,경상남도 사천시,
낙동강구미휴게소,고속국도,301번,상주영천고속도로,상행,36.344493,128.300604,일반휴게소,00:00,24:00,48338,258,,Y,Y,,N,,Y,,Y,Y,Y,,,054-475-2971,2018-06-30,5080000,경상북도 구미시,
선산휴게소상지점,고속국도,45번,중부내륙고속도로,상행,36.277908,128.249304,일반휴게소,00:00,24:00,28943,203,N,Y,Y,,Y,Y,Y,N,Y,Y,Y,,,054-482-6011,2018-06-30,5080000,경상북도 구미시,
선산휴게소하지점,고속국도,45번,중부내륙고속도로,하행,36.274211,128.250738,일반휴게소,00:00,24:00,32460,260,N,Y,Y,,Y,Y,Y,N,Y,Y,Y,,,054-482-6031,2018-06-30,5080000,경상북도 구미시,
단양(춘천방향)휴게소,고속국도,55,중앙선,,36.939341,128.320788,일반휴게소,00:00,00:00,79980,,,Y,,,N,,Y,,,Y,Y,,수제등심돈가스,043-421-1671,2018-02-22,4480000,충청북도 단양군,
단양(부산방향)휴게소,고속국도,55,중앙선,,36.995355,128.287598,일반휴게소,00:00,00:00,31481,,,Y,,,N,,Y,,,Y,Y,,단양마늘약초갈비탕,043-423-5403,2018-02-22,4480000,충청북도 단양군,
오산휴게소,고속국도,400번,오산화성선,,37.177361,127.037101,일반휴게소,00:00,00:00,103.65,,,Y,,,N,,Y,,,Y,Y,,,031-370-5550,2017-11-30,4000000,경기도 오산시,
